,id,textBook,grade,articleId,Page,sentenceId,sentence,mask_id,masked_Word,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
3533,1426,NH,3,18,P92,1,"Many Japanese students wear school uniforms, but most American students do not.",4,wear,[CLS],Many,Japanese,students,[MASK],school,uniforms,",",but,most,American,students,do,not,.,[SEP],,,,,,,,,,
3534,1429,NH,3,18,P92,4,"First, if we have school uniforms, we do not have to worry about what to wear every day.",18,wear,[CLS],First,",",if,we,have,school,uniforms,",",we,do,not,have,to,worry,about,what,to,[MASK],every,day,.,[SEP],,,
3535,1431,NH,3,18,P92,6,"Third, when we wear school uniforms, we can feel that we belong to our school.",5,wear,[CLS],Third,",",when,we,[MASK],school,uniforms,",",we,can,feel,that,we,belong,to,our,school,.,[SEP],,,,,,
3536,459,NH,2,1,P4,3,I went to Fukui with my familiy two weeks ago.,9,weeks,[CLS],I,went,to,Fukui,with,my,familiy,two,[MASK],ago,.,[SEP],,,,,,,,,,,,,
3537,475,NH,2,2,P6,3,This pen was 150 yen last week.,7,week,[CLS],This,pen,was,150,yen,last,[MASK],.,[SEP],,,,,,,,,,,,,,,,
3538,526,NH,2,6,P18,3,I'm going to visit the U.K. next week.,9,week,[CLS],I,'m,going,to,visit,the,U.K.,next,[MASK],.,[SEP],,,,,,,,,,,,,,
3539,661,NH,2,13,P51,15,A week passed.,2,week,[CLS],A,[MASK],passed,.,[SEP],,,,,,,,,,,,,,,,,,,,
3540,672,NH,2,13,P51,26,"Ben, my bad neighbor, made it last week.",10,week,[CLS],Ben,",",my,bad,neighbor,",",made,it,last,[MASK],.,[SEP],,,,,,,,,,,,,
3541,1103,NH,3,5,P20,6,She stayed at our house for two weeks as a homestay student.,8,weeks,[CLS],She,stayed,at,our,house,for,two,[MASK],as,a,homestay,student,.,[SEP],,,,,,,,,,,
3542,1301,NH,3,13,P58,1,This Week’s Evacuation Drill,2,Week,[CLS],This,[MASK],’s,Evacuation,Drill,[SEP],,,,,,,,,,,,,,,,,,,
3543,185,NH,1,14,P66,7,He speaks English really well.,5,well,[CLS],He,speaks,English,really,[MASK],.,[SEP],,,,,,,,,,,,,,,,,,
3544,198,NH,1,15,P70,12,"Well, they come into the backyard of our house.",1,Well,[CLS],[MASK],",",they,come,into,the,backyard,of,our,house,.,[SEP],,,,,,,,,,,,,
3545,225,NH,1,17,P76,8,"Well, this picture is old.",1,Well,[CLS],[MASK],",",this,picture,is,old,.,[SEP],,,,,,,,,,,,,,,,,
3546,240,NH,1,17,P80,23,But you speak English well.,5,well,[CLS],But,you,speak,English,[MASK],.,[SEP],,,,,,,,,,,,,,,,,,
3547,313,NH,1,21,P98,26,"Well, don’t worry about it.",1,Well,[CLS],[MASK],",",do,n’t,worry,about,it,.,[SEP],,,,,,,,,,,,,,,,
3548,360,NH,1,25,P110,16,"Well, this museum has many works of Japanese art.",1,Well,[CLS],[MASK],",",this,museum,has,many,works,of,Japanese,art,.,[SEP],,,,,,,,,,,,,
3549,412,NH,1,29,P120,13,"Well, have a nice day, Ms. Baker.",1,Well,[CLS],[MASK],",",have,a,nice,day,",",Ms.,Baker,.,[SEP],,,,,,,,,,,,,,
3550,683,NH,2,13,P52,37,"Well, I built a bridge over the stream.",1,Well,[CLS],[MASK],",",I,built,a,bridge,over,the,stream,.,[SEP],,,,,,,,,,,,,,
3551,695,NH,2,13,P53,48,"Well, the bridge worked!",1,Well,[CLS],[MASK],",",the,bridge,worked,!,[SEP],,,,,,,,,,,,,,,,,,
3552,711,NH,2,14,P56,7,"Saki, did you sleep well?",6,well,[CLS],Saki,",",did,you,sleep,[MASK],?,[SEP],,,,,,,,,,,,,,,,,
3553,713,NH,2,14,P56,9,"Well, make your bed and come downstairs.",1,Well,[CLS],[MASK],",",make,your,bed,and,come,downstairs,.,[SEP],,,,,,,,,,,,,,,
3554,819,NH,2,18,P82,11,"Well, one performer plays several different characters.",1,Well,[CLS],[MASK],",",one,performer,plays,several,different,characters,.,[SEP],,,,,,,,,,,,,,,
3555,839,NH,2,18,P86,31,"Well, I’m scared of tests.",1,Well,[CLS],[MASK],",",I,’m,scared,of,tests,.,[SEP],,,,,,,,,,,,,,,,
3556,960,NH,2,25,P106,23,She can swim as well as other dolphins.,5,well,[CLS],She,can,swim,as,[MASK],as,other,dolphins,.,[SEP],,,,,,,,,,,,,,,
3557,1194,NH,3,8,P36,20,"Well, maybe the prices are fair.",1,Well,[CLS],[MASK],",",maybe,the,prices,are,fair,.,[SEP],,,,,,,,,,,,,,,,
3558,1316,NH,3,13,P60,16,"Well, I’ll tell you a story.",1,Well,[CLS],[MASK],",",I,’ll,tell,you,a,story,.,[SEP],,,,,,,,,,,,,,,
3559,1496,NH,3,21,P103,39,"Rudolf said, Well, good night.",4,Well,[CLS],Rudolf,said,",",[MASK],",",good,night,.,[SEP],,,,,,,,,,,,,,,,
3560,110,NH,1,6,P42,25,"I go to judo school every Sunday, too.",2,go,[CLS],I,[MASK],to,judo,school,every,Sunday,",",too,.,[SEP],,,,,,,,,,,,,,
3561,191,NH,1,15,P68,5,Does he go to the beach every day?,3,go,[CLS],Does,he,[MASK],to,the,beach,every,day,?,[SEP],,,,,,,,,,,,,,,
3562,193,NH,1,15,P68,7,But he goes there on weekends.,3,goes,[CLS],But,he,[MASK],there,on,weekends,.,[SEP],,,,,,,,,,,,,,,,,
3563,319,NH,1,22,P100,6,Go down this street.,1,Go,[CLS],[MASK],down,this,street,.,[SEP],,,,,,,,,,,,,,,,,,,
3564,331,NH,1,23,P104,8,I go to bed at about eleven.,2,go,[CLS],I,[MASK],to,bed,at,about,eleven,.,[SEP],,,,,,,,,,,,,,,,
3565,361,NH,1,25,P110,17,Let’s go!,3,go,[CLS],Let,’s,[MASK],!,[SEP],,,,,,,,,,,,,,,,,,,,
3566,396,NH,1,28,P118,5,We went to the hospital and talked with him.  ,2,went,[CLS],We,[MASK],to,the,hospital,and,talked,with,him,.,[SEP],,,,,,,,,,,,,,
3567,459,NH,2,1,P4,3,I went to Fukui with my familiy two weeks ago.,2,went,[CLS],I,[MASK],to,Fukui,with,my,familiy,two,weeks,ago,.,[SEP],,,,,,,,,,,,,
3568,467,NH,2,1,P5,11,We went there by car.,2,went,[CLS],We,[MASK],there,by,car,.,[SEP],,,,,,,,,,,,,,,,,,
3569,484,NH,2,3,P8,5,Let's go.,3,go,[CLS],Let,'s,[MASK],.,[SEP],,,,,,,,,,,,,,,,,,,,
3570,515,NH,2,5,P16,3,"After lunch, I went to the library and borrowed some books.",5,went,[CLS],After,lunch,",",I,[MASK],to,the,library,and,borrowed,some,books,.,[SEP],,,,,,,,,,,
3571,519,NH,2,5,P16,7,I went fishing at the Midori River With my friends.,2,went,[CLS],I,[MASK],fishing,at,the,Midori,River,With,my,friends,.,[SEP],,,,,,,,,,,,,
3572,526,NH,2,6,P18,3,I'm going to visit the U.K. next week.,3,going,[CLS],I,'m,[MASK],to,visit,the,U.K.,next,week,.,[SEP],,,,,,,,,,,,,,
3573,527,NH,2,6,P18,4,My sister and I are going to see many things.,6,going,[CLS],My,sister,and,I,are,[MASK],to,see,many,things,.,[SEP],,,,,,,,,,,,,
3574,534,NH,2,6,P20,11,How long are you going to stay?,5,going,[CLS],How,long,are,you,[MASK],to,stay,?,[SEP],,,,,,,,,,,,,,,,
3575,536,NH,2,6,P20,13,Where are you going to stay?,4,going,[CLS],Where,are,you,[MASK],to,stay,?,[SEP],,,,,,,,,,,,,,,,,
3576,546,NH,2,6,P22,23,"Now, we're going to ride that big Ferris wheel.",5,going,[CLS],Now,",",we,'re,[MASK],to,ride,that,big,Ferris,wheel,.,[SEP],,,,,,,,,,,,
3577,577,NH,2,8,P34,6,"Deepa, where did you go on Career Day?",6,go,[CLS],Deepa,",",where,did,you,[MASK],on,Career,Day,?,[SEP],,,,,,,,,,,,,,
3578,578,NH,2,8,P34,7,I went to an Italian restaurant.,2,went,[CLS],I,[MASK],to,an,Italian,restaurant,.,[SEP],,,,,,,,,,,,,,,,,
3579,585,NH,2,8,P34,14,I went to a newspaper company.,2,went,[CLS],I,[MASK],to,a,newspaper,company,.,[SEP],,,,,,,,,,,,,,,,,
3580,589,NH,2,9,P36,1,Kota and I went to a newspaper company on Career Day.,4,went,[CLS],Kota,and,I,[MASK],to,a,newspaper,company,on,Career,Day,.,[SEP],,,,,,,,,,,,
3581,598,NH,2,9,P38,10,I went to a soccer stadium to interview Miyama Aya.,2,went,[CLS],I,[MASK],to,a,soccer,stadium,to,interview,Miyama,Aya,.,[SEP],,,,,,,,,,,,,
3582,613,NH,2,10,P42,4,"I’m going to invite our teachers, too.",3,going,[CLS],I,’m,[MASK],to,invite,our,teachers,",",too,.,[SEP],,,,,,,,,,,,,,
3583,633,NH,2,12,P48,4,I’m going to talk about my dream.,3,going,[CLS],I,’m,[MASK],to,talk,about,my,dream,.,[SEP],,,,,,,,,,,,,,,
3584,758,NH,2,15,P64,9,"It’s warm and sunny today, so I’m going to ride my bike to the park.",11,going,[CLS],It,’s,warm,and,sunny,today,",",so,I,’m,[MASK],to,ride,my,bike,to,the,park,.,[SEP],,,,,
3585,796,NH,2,17,P78,2,Which bus goes to the Palace Theater?,3,goes,[CLS],Which,bus,[MASK],to,the,Palace,Theater,?,[SEP],,,,,,,,,,,,,,,,
3586,886,NH,2,21,P94,15,"If we are hungry, we have to go downstairs.",9,go,[CLS],If,we,are,hungry,",",we,have,to,[MASK],downstairs,.,[SEP],,,,,,,,,,,,,
3587,902,NH,2,22,P97,14,"He wanted to hear some other hymns, and so he went to a church.",12,went,[CLS],He,wanted,to,hear,some,other,hymns,",",and,so,he,[MASK],to,a,church,.,[SEP],,,,,,,,
3588,913,NH,2,22,P98,25,So he went to college and studied very hard.,3,went,[CLS],So,he,[MASK],to,college,and,studied,very,hard,.,[SEP],,,,,,,,,,,,,,
3589,1036,NH,3,1,P4,3,I'm going to talk about Canada.,3,going,[CLS],I,'m,[MASK],to,talk,about,Canada,.,[SEP],,,,,,,,,,,,,,,,
3590,1041,NH,3,1,P4,8,A lot of people go to Canada to enjoy its beautiful nature.,5,go,[CLS],A,lot,of,people,[MASK],to,Canada,to,enjoy,its,beautiful,nature,.,[SEP],,,,,,,,,,,
3591,1042,NH,3,1,P4,9,I want to go and see it myself.,4,go,[CLS],I,want,to,[MASK],and,see,it,myself,.,[SEP],,,,,,,,,,,,,,,
3592,1203,NH,3,8,P38,29,"If you buy fair trade chocolate, more money goes to the workers.",10,goes,[CLS],If,you,buy,fair,trade,chocolate,",",more,money,[MASK],to,the,workers,.,[SEP],,,,,,,,,,
3593,1221,NH,3,9,P44,4,I’m going tomorrow.,3,going,[CLS],I,’m,[MASK],tomorrow,.,[SEP],,,,,,,,,,,,,,,,,,,
3594,1232,NH,3,10,P50,1,We went to Kyoto on a school trip in June.,2,went,[CLS],We,[MASK],to,Kyoto,on,a,school,trip,in,June,.,[SEP],,,,,,,,,,,,,
3595,1244,NH,3,11,P52,5,"Last winter, we went to Lapland on a school trip.",5,went,[CLS],Last,winter,",",we,[MASK],to,Lapland,on,a,school,trip,.,[SEP],,,,,,,,,,,,
3596,1253,NH,3,11,P53,14,We went to a vast snow field at night to see one.,2,went,[CLS],We,[MASK],to,a,vast,snow,field,at,night,to,see,one,.,[SEP],,,,,,,,,,,
3597,1303,NH,3,13,P58,3,"In case of a fire, go outside.",7,go,[CLS],In,case,of,a,fire,",",[MASK],outside,.,[SEP],,,,,,,,,,,,,,,
3598,1372,NH,3,15,P76,29,"Future robots may be able to help them when they take a bath, or go shopping.",16,go,[CLS],Future,robots,may,be,able,to,help,them,when,they,take,a,bath,",",or,[MASK],shopping,.,[SEP],,,,,,
3599,1390,NH,3,16,P80,11,We’re going to do our papers together.,3,going,[CLS],We,’re,[MASK],to,do,our,papers,together,.,[SEP],,,,,,,,,,,,,,,
3600,1437,NH,3,19,P96,4,I’m going to keep playing volleyball.  ,3,going,[CLS],I,’m,[MASK],to,keep,playing,volleyball,.,[SEP],,,,,,,,,,,,,,,,
3601,1484,NH,3,21,P102,29,"It’s ridiculous to go without eating, said Rudolf.",5,go,[CLS],It,’s,ridiculous,to,[MASK],without,eating,",",said,Rudolf,.,[SEP],,,,,,,,,,,,,
3602,2,NH,1,1,P4,3,How are you?,2,are,[CLS],How,[MASK],you,?,[SEP],,,,,,,,,,,,,,,,,,,,
3603,3,NH,1,1,P4,4,"I'm fine, thank you.",2,'m,[CLS],I,[MASK],fine,",",thank,you,.,[SEP],,,,,,,,,,,,,,,,,
3604,5,NH,1,1,P4,6,I'm OK.,2,'m,[CLS],I,[MASK],OK,.,[SEP],,,,,,,,,,,,,,,,,,,,
3605,20,NH,1,1,P5,21,What's noto in English?,2,'s,[CLS],What,[MASK],noto,in,English,?,[SEP],,,,,,,,,,,,,,,,,,
3606,21,NH,1,1,P8,22,Today is Monday.,2,is,[CLS],Today,[MASK],Monday,.,[SEP],,,,,,,,,,,,,,,,,,,,
3607,28,NH,1,1,P9,29,My birthday is March 3.,3,is,[CLS],My,birthday,[MASK],March,3.,[SEP],,,,,,,,,,,,,,,,,,,
3608,29,NH,1,1,P9,30,When is your birthday?,2,is,[CLS],When,[MASK],your,birthday,?,[SEP],,,,,,,,,,,,,,,,,,,
3609,30,NH,1,1,P9,31,My birthday is May 5.,3,is,[CLS],My,birthday,[MASK],May,5,.,[SEP],,,,,,,,,,,,,,,,,,
3610,44,NH,1,2,P22,3,I'm Ellen Baker.,2,'m,[CLS],I,[MASK],Ellen,Baker,.,[SEP],,,,,,,,,,,,,,,,,,,
3611,48,NH,1,2,P24,7,Are you Ando Saki?,1,Are,[CLS],[MASK],you,Ando,Saki,?,[SEP],,,,,,,,,,,,,,,,,,,
3612,49,NH,1,2,P24,8,"Yes, I am.",4,am,[CLS],Yes,",",I,[MASK],.,[SEP],,,,,,,,,,,,,,,,,,,
3613,52,NH,1,2,P24,11,"Are you in the judo club, Saki?",1,Are,[CLS],[MASK],you,in,the,judo,club,",",Saki,?,[SEP],,,,,,,,,,,,,,,
3614,53,NH,1,2,P24,12,"Yes, I am.",4,am,[CLS],Yes,",",I,[MASK],.,[SEP],,,,,,,,,,,,,,,,,,,
3615,54,NH,1,2,P26,13,Are you from America?,1,Are,[CLS],[MASK],you,from,America,?,[SEP],,,,,,,,,,,,,,,,,,,
3616,55,NH,1,2,P26,14,"Yes, I am.",4,am,[CLS],Yes,",",I,[MASK],.,[SEP],,,,,,,,,,,,,,,,,,,
3617,56,NH,1,2,P26,15,Are you from New York?,1,Are,[CLS],[MASK],you,from,New,York,?,[SEP],,,,,,,,,,,,,,,,,,
3618,57,NH,1,2,P26,16,"No, I'm not. ",4,'m,[CLS],No,",",I,[MASK],not,.,[SEP],,,,,,,,,,,,,,,,,,
3619,58,NH,1,2,P26,17,I'm from Boston.,2,'m,[CLS],I,[MASK],from,Boston,.,[SEP],,,,,,,,,,,,,,,,,,,
3620,59,NH,1,2,P26,18,So are you a Boston Red Sox fan?,2,are,[CLS],So,[MASK],you,a,Boston,Red,Sox,fan,?,[SEP],,,,,,,,,,,,,,,
3621,60,NH,1,2,P26,19,"Yes, I am.",4,am,[CLS],Yes,",",I,[MASK],.,[SEP],,,,,,,,,,,,,,,,,,,
3622,61,NH,1,3,P30,1,"Ms. Baker, this is your pen.",5,is,[CLS],Ms.,Baker,",",this,[MASK],your,pen,.,[SEP],,,,,,,,,,,,,,,,
3623,63,NH,1,3,P30,3,That's my pen.,2,'s,[CLS],That,[MASK],my,pen,.,[SEP],,,,,,,,,,,,,,,,,,,
3624,64,NH,1,3,P30,4,Here you are.,3,are,[CLS],Here,you,[MASK],.,[SEP],,,,,,,,,,,,,,,,,,,,
3625,66,NH,1,3,P30,6,You're welcome.,2,'re,[CLS],You,[MASK],welcome,.,[SEP],,,,,,,,,,,,,,,,,,,,
3626,67,NH,1,4,P32,1,This is a nice picture!,2,is,[CLS],This,[MASK],a,nice,picture,!,[SEP],,,,,,,,,,,,,,,,,,
3627,68,NH,1,4,P32,2,Is this Mt. Fuji?,1,Is,[CLS],[MASK],this,Mt.,Fuji,?,[SEP],,,,,,,,,,,,,,,,,,,
3628,69,NH,1,4,P32,3,"Yes, it is.",4,is,[CLS],Yes,",",it,[MASK],.,[SEP],,,,,,,,,,,,,,,,,,,
3629,70,NH,1,4,P32,4,Is that an amusement park?,1,Is,[CLS],[MASK],that,an,amusement,park,?,[SEP],,,,,,,,,,,,,,,,,,
3630,71,NH,1,4,P32,5,"No, it's not.",4,'s,[CLS],No,",",it,[MASK],not,.,[SEP],,,,,,,,,,,,,,,,,,
3631,72,NH,1,4,P32,6,It's a depato.,2,'s,[CLS],It,[MASK],a,depato,.,[SEP],,,,,,,,,,,,,,,,,,,
3632,73,NH,1,4,P32,7,"In English, it's a department store.",5,'s,[CLS],In,English,",",it,[MASK],a,department,store,.,[SEP],,,,,,,,,,,,,,,
3633,76,NH,1,5,P34,1,"Ms.Baker, this is Alex.",5,is,[CLS],Ms.,Baker,",",this,[MASK],Alex,.,[SEP],,,,,,,,,,,,,,,,,
3634,77,NH,1,5,P34,2,He's my friend.,2,'s,[CLS],He,[MASK],my,friend,.,[SEP],,,,,,,,,,,,,,,,,,,
3635,78,NH,1,5,P34,3,He's from Canada.,2,'s,[CLS],He,[MASK],from,Canada,.,[SEP],,,,,,,,,,,,,,,,,,,
3636,79,NH,1,5,P34,4,"Alex, this is Ms. Baker.",4,is,[CLS],Alex,",",this,[MASK],Ms.,Baker,.,[SEP],,,,,,,,,,,,,,,,,
3637,80,NH,1,5,P34,5,She's our English teacher.,2,'s,[CLS],She,[MASK],our,English,teacher,.,[SEP],,,,,,,,,,,,,,,,,,
3638,84,NH,1,5,P34,9,That's a nice T-shirt.,2,'s,[CLS],That,[MASK],a,nice,T-shirt,.,[SEP],,,,,,,,,,,,,,,,,,
3639,86,NH,1,6,P38,1,"Hi, my name is Deepa Mitra.",5,is,[CLS],Hi,",",my,name,[MASK],Deepa,Mitra,.,[SEP],,,,,,,,,,,,,,,,
3640,87,NH,1,6,P38,2,I’m from India.,2,’m,[CLS],I,[MASK],from,India,.,[SEP],,,,,,,,,,,,,,,,,,,
3641,88,NH,1,6,P38,3,I’m twelve.,2,’m,[CLS],I,[MASK],twelve,.,[SEP],,,,,,,,,,,,,,,,,,,,
3642,109,NH,1,6,P42,24,I’m a member of the judo club.,2,’m,[CLS],I,[MASK],a,member,of,the,judo,club,.,[SEP],,,,,,,,,,,,,,,
3643,114,NH,1,7,P46,3,Is that all?,1,Is,[CLS],[MASK],that,all,?,[SEP],,,,,,,,,,,,,,,,,,,,
3644,118,NH,1,7,P46,7,Here you are.,3,are,[CLS],Here,you,[MASK],.,[SEP],,,,,,,,,,,,,,,,,,,,
3645,120,NH,1,7,P46,9,Here’s your change.,2,’s,[CLS],Here,[MASK],your,change,.,[SEP],,,,,,,,,,,,,,,,,,,
3646,139,NH,1,10,P54,1,"Hello, I’m Ikeda Shin.",4,’m,[CLS],Hello,",",I,[MASK],Ikeda,Shin,.,[SEP],,,,,,,,,,,,,,,,,
3647,140,NH,1,10,P54,2,My favorite subject is English.,4,is,[CLS],My,favorite,subject,[MASK],English,.,[SEP],,,,,,,,,,,,,,,,,,
3648,142,NH,1,10,P54,4,My name is Kudo Kana.,3,is,[CLS],My,name,[MASK],Kudo,Kana,.,[SEP],,,,,,,,,,,,,,,,,,
3649,144,NH,1,10,P54,6,I’m on the volleyball team.,2,’m,[CLS],I,[MASK],on,the,volleyball,team,.,[SEP],,,,,,,,,,,,,,,,,
3650,146,NH,1,11,P58,1,"Kota, what’s this?",4,’s,[CLS],Kota,",",what,[MASK],this,?,[SEP],,,,,,,,,,,,,,,,,,
3651,147,NH,1,11,P58,2,It’s a recipe for curry.,2,’s,[CLS],It,[MASK],a,recipe,for,curry,.,[SEP],,,,,,,,,,,,,,,,,
3652,148,NH,1,11,P58,3,What’s this?,2,’s,[CLS],What,[MASK],this,?,[SEP],,,,,,,,,,,,,,,,,,,,
3653,149,NH,1,11,P58,4,Is it chocolate?,1,Is,[CLS],[MASK],it,chocolate,?,[SEP],,,,,,,,,,,,,,,,,,,,
3654,150,NH,1,11,P58,5,"No, it’s not.",4,’s,[CLS],No,",",it,[MASK],not,.,[SEP],,,,,,,,,,,,,,,,,,
3655,151,NH,1,11,P58,6,It’s a block of curry.,2,’s,[CLS],It,[MASK],a,block,of,curry,.,[SEP],,,,,,,,,,,,,,,,,
3656,154,NH,1,11,P60,9,How’s the curry?,2,’s,[CLS],How,[MASK],the,curry,?,[SEP],,,,,,,,,,,,,,,,,,,
3657,155,NH,1,11,P60,10,It’s delicious!,2,’s,[CLS],It,[MASK],delicious,!,[SEP],,,,,,,,,,,,,,,,,,,,
3658,156,NH,1,11,P60,11,You’re a great cook.,2,’re,[CLS],You,[MASK],a,great,cook,.,[SEP],,,,,,,,,,,,,,,,,,
3659,158,NH,1,11,P60,13,The recipe is not difficult.,3,is,[CLS],The,recipe,[MASK],not,difficult,.,[SEP],,,,,,,,,,,,,,,,,,
3660,159,NH,1,11,P60,14,That’s good.,2,’s,[CLS],That,[MASK],good,.,[SEP],,,,,,,,,,,,,,,,,,,,
3661,160,NH,1,11,P60,15,"India is famous for curry, right?",2,is,[CLS],India,[MASK],famous,for,curry,",",right,?,[SEP],,,,,,,,,,,,,,,,
3662,172,NH,1,12,P62,8,I’m hungry in the morning.,2,’m,[CLS],I,[MASK],hungry,in,the,morning,.,[SEP],,,,,,,,,,,,,,,,,
3663,173,NH,1,13,P64,1,"Erika, how are you today?",4,are,[CLS],Erika,",",how,[MASK],you,today,?,[SEP],,,,,,,,,,,,,,,,,
3664,175,NH,1,13,P64,3,What's wrong?,2,'s,[CLS],What,[MASK],wrong,?,[SEP],,,,,,,,,,,,,,,,,,,,
3665,180,NH,1,14,P66,2,I’m Ando Saki.,2,’m,[CLS],I,[MASK],Ando,Saki.,[SEP],,,,,,,,,,,,,,,,,,,,
3666,182,NH,1,14,P66,4,"This is Haruki, my brother.",2,is,[CLS],This,[MASK],Haruki,",",my,brother,.,[SEP],,,,,,,,,,,,,,,,,
3667,207,NH,1,16,P72,3,This is Yun-ho.,2,is,[CLS],This,[MASK],Yun-ho,.,[SEP],,,,,,,,,,,,,,,,,,,,
3668,210,NH,1,16,P72,6,Are you free on Saturday?,1,Are,[CLS],[MASK],you,free,on,Saturday,?,[SEP],,,,,,,,,,,,,,,,,,
3669,211,NH,1,16,P72,7,It's my birthday.,2,'s,[CLS],It,[MASK],my,birthday,.,[SEP],,,,,,,,,,,,,,,,,,,
3670,212,NH,1,16,P72,8,"Yes, I'm free.",4,'m,[CLS],Yes,",",I,[MASK],free,.,[SEP],,,,,,,,,,,,,,,,,,
3671,218,NH,1,17,P76,1,This is a picture of my home in Brazil.,2,is,[CLS],This,[MASK],a,picture,of,my,home,in,Brazil,.,[SEP],,,,,,,,,,,,,,
3672,219,NH,1,17,P76,2,Who’s this girl?,2,’s,[CLS],Who,[MASK],this,girl,?,[SEP],,,,,,,,,,,,,,,,,,,
3673,220,NH,1,17,P76,3,"She’s Maria, my daughter.",2,’s,[CLS],She,[MASK],Maria,",",my,daughter,.,[SEP],,,,,,,,,,,,,,,,,
3674,222,NH,1,17,P76,5,She’s very cute.,2,’s,[CLS],She,[MASK],very,cute,.,[SEP],,,,,,,,,,,,,,,,,,,
3675,223,NH,1,17,P76,6,How old is she?,3,is,[CLS],How,old,[MASK],she,?,[SEP],,,,,,,,,,,,,,,,,,,
3676,224,NH,1,17,P76,7,Is she in junior high school?,1,Is,[CLS],[MASK],she,in,junior,high,school,?,[SEP],,,,,,,,,,,,,,,,,
3677,225,NH,1,17,P76,8,"Well, this picture is old.",5,is,[CLS],Well,",",this,picture,[MASK],old,.,[SEP],,,,,,,,,,,,,,,,,
3678,226,NH,1,17,P76,9,She’s twenty-seven years old now.,2,’s,[CLS],She,[MASK],twenty,-,seven,years,old,now,.,[SEP],,,,,,,,,,,,,,,
3679,230,NH,1,17,P78,13,The time is different.,3,is,[CLS],The,time,[MASK],different,.,[SEP],,,,,,,,,,,,,,,,,,,
3680,231,NH,1,17,P78,14,What time is it there now?,3,is,[CLS],What,time,[MASK],it,there,now,?,[SEP],,,,,,,,,,,,,,,,,
3681,232,NH,1,17,P78,15,It’s 4 a.m.,2,’s,[CLS],It,[MASK],4,a.m.,[SEP],,,,,,,,,,,,,,,,,,,,
3682,233,NH,1,17,P78,16,"And the season is different, too.",4,is,[CLS],And,the,season,[MASK],different,",",too,.,[SEP],,,,,,,,,,,,,,,,
3683,234,NH,1,17,P78,17,What season is it?,3,is,[CLS],What,season,[MASK],it,?,[SEP],,,,,,,,,,,,,,,,,,,
3684,235,NH,1,17,P78,18,"It’s fall in Japan, so it’s spring in Brazil.",2,’s,[CLS],It,[MASK],fall,in,Japan,",",so,it,’s,spring,in,Brazil,.,[SEP],,,,,,,,,,,
3685,236,NH,1,17,P78,19,That’s interesting.,2,’s,[CLS],That,[MASK],interesting,.,[SEP],,,,,,,,,,,,,,,,,,,,
3686,243,NH,1,17,P80,26,Her English is very good.,3,is,[CLS],Her,English,[MASK],very,good,.,[SEP],,,,,,,,,,,,,,,,,,
3687,252,NH,1,19,P84,1,"Oh, I’m late!",4,’m,[CLS],Oh,",",I,[MASK],late,!,[SEP],,,,,,,,,,,,,,,,,,
3688,253,NH,1,19,P84,2,Where’s my dictionary?,2,’s,[CLS],Where,[MASK],my,dictionary,?,[SEP],,,,,,,,,,,,,,,,,,,
3689,254,NH,1,19,P84,3,It’s under the books.,2,’s,[CLS],It,[MASK],under,the,books,.,[SEP],,,,,,,,,,,,,,,,,,
3690,255,NH,1,19,P84,4,Where’s my eraser?,2,’s,[CLS],Where,[MASK],my,eraser,?,[SEP],,,,,,,,,,,,,,,,,,,
3691,256,NH,1,19,P84,5,It’s by the computer.,2,’s,[CLS],It,[MASK],by,the,computer,.,[SEP],,,,,,,,,,,,,,,,,,
3692,257,NH,1,19,P84,6,Where are my pencils?,2,are,[CLS],Where,[MASK],my,pencils,?,[SEP],,,,,,,,,,,,,,,,,,,
3693,258,NH,1,19,P84,7,They’re in your pocket.,2,’re,[CLS],They,[MASK],in,your,pocket,.,[SEP],,,,,,,,,,,,,,,,,,
3694,259,NH,1,19,P86,8,"Kota, you’re late.",4,’re,[CLS],Kota,",",you,[MASK],late,.,[SEP],,,,,,,,,,,,,,,,,,
3695,260,NH,1,19,P86,9,I’m sorry.,2,’m,[CLS],I,[MASK],sorry,.,[SEP],,,,,,,,,,,,,,,,,,,,
3696,264,NH,1,19,P86,13,"Oh, that’s Harry Potter.",4,’s,[CLS],Oh,",",that,[MASK],Harry,Potter,.,[SEP],,,,,,,,,,,,,,,,,
3697,265,NH,1,19,P86,14,Is it yours?,1,Is,[CLS],[MASK],it,yours,?,[SEP],,,,,,,,,,,,,,,,,,,,
3698,266,NH,1,19,P86,15,"Yes, it’s mine.",4,’s,[CLS],Yes,",",it,[MASK],mine,.,[SEP],,,,,,,,,,,,,,,,,,
3699,269,NH,1,19,P86,18,Whose book is that?,3,is,[CLS],Whose,book,[MASK],that,?,[SEP],,,,,,,,,,,,,,,,,,,
3700,270,NH,1,19,P86,19,It’s Saki’s.,2,’s,[CLS],It,[MASK],Saki,’s,.,[SEP],,,,,,,,,,,,,,,,,,,
3701,273,NH,1,19,P88,22,It’s a story of a naughty rabbit.,2,’s,[CLS],It,[MASK],a,story,of,a,naughty,rabbit,.,[SEP],,,,,,,,,,,,,,,
3702,276,NH,1,19,P88,25,The writer is Beatrix Potter.,3,is,[CLS],The,writer,[MASK],Beatrix,Potter,.,[SEP],,,,,,,,,,,,,,,,,,
